SKU_ID,METADATA_NAME,METADATA_VALUE
1012086,benefit,Lash Enhancer
1012086,benefit,Waterproof
1012086,ingredients,Sulfate-Free
1012086,form,Cream
1012086,finish,Matte
1012086,color,Brown
1012219,color,Black
1012219,finish,Matte
1012219,form,Cream
1012220,finish,Matte
1012220,color,Brown
1012220,form,Cream
1012469,color,Black
1012469,finish,Matte
1012469,form,Pencil
1012469,ingredients,Sulfate-Free
1031089,color_eyes,Black
1131096,color_eyes,Brown
1131096,finish_eyes,Matte
1131096,form_eyes,Pencil
1131096,ingredients,Cruelty-Free
1131097,color_eyes,Black
1131097,finish_eyes,Matte
1131097,form_eyes,Pencil
1131097,ingredients,Cruelty-Free
1131098,ingredients,Cruelty-Free
1131098,form_eyes,Pencil
1131098,color_eyes,Grey
1131098,finish_eyes,Matte
1131108,form_eyes,Pencil
1131108,ingredients,Cruelty-Free
1131108,color_eyes,Black
1131108,finish_eyes,Matte
1131111,color_eyes,Brown
1131111,color_eyes,Black
1131111,finish_eyes,Matte
1131111,form_eyes,Pencil
1131111,ingredients,Cruelty-Free
1131116,ingredients,Cruelty-Free
1131116,form_eyes,Pencil
1131116,color_eyes,Brown
1131116,finish_eyes,Matte
1131117,color_eyes,Brown
1131117,finish_eyes,Matte
1131117,form_eyes,Pencil
1131117,ingredients,Cruelty-Free
1131244,form_face,Liquid
1131244,skinType,Normal
1131244,finish_face,Matte
1131244,coverage_face,Full
1131245,form_face,Stick
1131245,finish_face,Matte
1131245,coverage_face,Full
1131245,skinType,Normal
1131246,skinType,Normal
1131246,finish_face,Matte
1131246,coverage_face,Full
1131246,form_face,Stick
1131248,coverage_face,Light
1131248,skinType,Normal
1131248,finish_face,Matte
1131248,form_face,Loose Powder
1131249,skinType,Normal
1131249,finish_face,Matte
1131249,coverage_face,Light
1131249,form_face,Loose Powder
1131769,skin type,Normal
1131769,form,Pressed Powder
1131769,finish,Illuminating
1271017,concerns_skin,Acne & Blemishes
1271017,concerns_skin,Redness
1271017,concerns_skin,Dark Circles
1271017,concerns_skin,Blackheads & Visible Pores
1271017,concerns_skin,Dark Spots & Uneven Skin Tone
1271017,concerns_skin,Oiliness
1271017,skinType,Normal
1271017,form_face,Loose Powder
1271017,skinType,Oily
1271017,skinType,Combination
1271017,skinType,Sensitive
1271017,skinType,Dry
1271017,finish_face,Matte
1471504,color,Black
1471504,benefit,Volumizing
1471505,benefit,Volumizing
1471505,color,Brown
1471597,form_eyes,Liquid
1471597,color_eyes,Black
1471597,finish_eyes,Matte
1472358,benefit,Waterproof
1472358,color,Black
1472359,color,Brown
1472359,benefit,Waterproof
1472988,benefit,Volumizing
1472988,color,Black
1472989,color,Brown
1472989,benefit,Volumizing
1521008,color,Black
1521008,finish,Matte
1521008,form,Cream
1521008,benefit,Volumizing
1521009,color,Brown
1521009,benefit,Volumizing
1521009,form,Cream
1521009,finish,Matte
1521643,form,Loose Powder
1521643,skin type,Oily
1521643,coverage,Full
1521643,finish,Matte
1521643,ingredients,Oil-Free
1521643,skin type,Combination
1521644,ingredients,Oil-Free
1521644,finish,Matte
1521644,coverage,Full
1521644,form,Loose Powder
1521644,skin type,Oily
1521644,skin type,Combination
1521735,color_eyes,Black
1521735,finish_eyes,Matte
1521735,form_eyes,Cream
1521735,benefit,Waterproof
1521735,benefit,Volumizing
1671710,coverage,Medium
1671710,finish,Matte
1671710,skin type,Combination
1671710,form,Pressed Powder
1741411,color_lips,Brown
1741411,finish_lips,Sheer
1741411,form_lips,Stick
1741411,ingredients,Paraben-Free
1741411,ingredients,Sulfate-Free
1741416,ingredients,Paraben-Free
1741416,form_lips,Stick
1741416,color_lips,Gold
1741416,finish_lips,Sheer
1741416,ingredients,Sulfate-Free
1741417,ingredients,Paraben-Free
1741417,form_lips,Stick
1741417,finish_lips,Sheer
1741417,color_lips,Silver
1741417,ingredients,Sulfate-Free
1741420,color_lips,Pink
1741420,finish_lips,Sheer
1741420,form_lips,Stick
1741420,ingredients,Paraben-Free
1741420,ingredients,Sulfate-Free
1741425,finish_lips,Sheer
1741425,color_lips,Pink
1741425,form_lips,Stick
1741425,ingredients,Sulfate-Free
1741425,ingredients,Paraben-Free
1741436,ingredients,Sulfate-Free
1741436,ingredients,Paraben-Free
1741436,form_lips,Stick
1741436,finish_lips,Sheer
1741436,color_lips,Pink
1741437,color_lips,Brown
1741437,finish_lips,Sheer
1741437,form_lips,Stick
1741437,ingredients,Paraben-Free
1741437,ingredients,Sulfate-Free
1741443,form_lips,Stick
1741443,ingredients,Sulfate-Free
1741443,ingredients,Paraben-Free
1741443,finish_lips,Sheer
1741443,color_lips,Red
1741444,color_lips,Pink
1741444,finish_lips,Sheer
1741444,form_lips,Stick
1741444,ingredients,Paraben-Free
1741444,ingredients,Sulfate-Free
1741445,finish_lips,Sheer
1741445,form_lips,Stick
1741445,ingredients,Sulfate-Free
1741445,color_lips,Red
1741446,form_lips,Stick
1741446,finish_lips,Sheer
1741446,color_lips,Red
1741446,ingredients,Sulfate-Free
1741449,color_lips,Pink
1741449,finish_lips,Sheer
1741449,form_lips,Stick
1741449,ingredients,Sulfate-Free
1741449,ingredients,Paraben-Free
1741450,finish_lips,Sheer
1741450,color_lips,Pink
1741450,form_lips,Stick
1741450,ingredients,Sulfate-Free
1741450,ingredients,Paraben-Free
1741455,color_lips,Pink
1741455,finish_lips,Sheer
1741455,form_lips,Stick
1741455,ingredients,Paraben-Free
1741455,ingredients,Sulfate-Free
1741458,color_lips,Pink
1741458,finish_lips,Sheer
1741458,ingredients,Paraben-Free
1741458,form_lips,Stick
1741458,ingredients,Sulfate-Free
1742708,ingredients,Sulfate-Free
1742708,form_lips,Stick
1742708,ingredients,Paraben-Free
1742708,color_lips,Purple
1742708,finish_lips,Sheer
1743028,ingredients,Sulfate-Free
1743028,ingredients,Paraben-Free
1743028,finish_lips,Sheer
1743028,form_lips,Stick
1743028,color_lips,Brown
1743029,form_lips,Stick
1743029,color_lips,Brown
1743029,ingredients,Paraben-Free
1743029,ingredients,Sulfate-Free
1743029,finish_lips,Sheer
1743114,ingredients,Paraben-Free
1743114,color_lips,Brown
1743114,finish_lips,Sheer
1743114,form_lips,Stick
1743114,ingredients,Sulfate-Free
1743232,ingredients,Sulfate-Free
1743232,ingredients,Paraben-Free
1743232,form_lips,Stick
1743232,finish_lips,Sheer
1743232,color_lips,Purple
1743763,form_lips,Stick
1743763,finish_lips,Sheer
1743763,color_lips,Pink
1743763,ingredients,Sulfate-Free
1743763,ingredients,Paraben-Free
1743764,color_lips,Brown
1743764,ingredients,Paraben-Free
1743764,form_lips,Stick
1743764,finish_lips,Sheer
1743764,ingredients,Sulfate-Free
1901084,type,Sponges & Applicators
1901084,purpose,Curling
1901183,purpose_brushesAndTools,Lining
1901183,type_brushesAndTools,Sponges & Applicators
1901185,type_brushesAndTools,Sponges & Applicators
1901185,purpose_brushesAndTools,Application
1901301,purpose_brushesAndTools,Application
1901301,type_brushesAndTools,Brushes For Eyes
1901372,color_eyes,Pink
1951000,ingredients,Gluten-Free
1951000,form_eyes,Pencil
1951000,finish_eyes,Matte
1951000,color_eyes,Black
1951001,color_eyes,Brown
1951001,ingredients,Gluten-Free
1951001,finish_eyes,Matte
1951001,color_eyes,Black
1951001,form_eyes,Pencil
1951002,color_eyes,Brown
1951002,finish_eyes,Matte
1951002,form_eyes,Pencil
1951002,ingredients,Gluten-Free
1951003,finish_eyes,Metallic
1951003,form_eyes,Pencil
1951003,ingredients,Gluten-Free
1951003,color_eyes,Brown
1951003,finish_eyes,Shimmer
1951005,ingredients,Gluten-Free
1951005,form_eyes,Pencil
1951005,color_eyes,Purple
1951005,finish_eyes,Metallic
1951005,finish_eyes,Shimmer
1951007,finish_eyes,Matte
1951007,form_eyes,Pencil
1951007,color_eyes,Grey
1951007,ingredients,Gluten-Free
1951010,finish_eyes,Metallic
1951010,color_eyes,Green
1951010,finish_eyes,Shimmer
1951010,ingredients,Gluten-Free
1951010,form_eyes,Pencil
1951014,ingredients,Paraben-Free
1951014,ingredients,Gluten-Free
1951014,form_lips,Stick
1951014,color_lips,Brown
1951014,finish_lips,Matte
1951019,ingredients,Gluten-Free
1951019,form_lips,Stick
1951019,finish_lips,Matte
1951019,color_lips,Beige
1951019,color_lips,Pink
1951019,ingredients,Paraben-Free
1951196,color,Multi
1951196,purpose,Sharpening
2011350,scent,Floral
2011350,scent,Fresh
2011370,scent,Woody & Earthy
2011370,scent,Warm & Spicy
2011539,scent,Woody & Earthy
2011539,scent,Floral
2012167,scent,Sweet
2012167,scent,Warm & Spicy
2012170,scent,Floral
2012170,scent,Woody & Earthy
2012706,scent,Floral
2012707,scent,Floral
2013976,scent,Woody & Earthy
2013976,scent,Warm & Spicy
2014492,scent,Floral
2016341,scent,Fresh
2016341,scent,Floral
2016857,scent,Fresh
2016857,scent,Fruity & Citrus
2017298,scent,Fresh
2017298,scent,Fruity & Citrus
2017992,scent,Floral
2017992,scent,Warm & Spicy
2017993,scent,Warm & Spicy
2017993,scent,Floral
2018587,scent,Floral
2018587,scent,Woody & Earthy
2018590,scent,Woody & Earthy
2018590,scent,Floral
2018642,scent,Sweet
2018642,scent,Floral
2018643,scent,Floral
2018643,scent,Sweet
2021204,scent,Woody & Earthy
2021204,scent,Fresh
2021205,scent,Woody & Earthy
2021205,scent,Fresh
2021212,scent,Fresh
2021212,scent,Woody & Earthy
2021224,scent,Warm & Spicy
2021287,scent,Woody & Earthy
2021287,scent,Fruity & Citrus
2021288,scent,Fruity & Citrus
2021288,scent,Woody & Earthy
2021575,scent,Fresh
2021575,scent,Woody & Earthy
2021638,scent,Warm & Spicy
2021640,scent,Warm & Spicy
2021640,scent,Woody & Earthy
2021701,scent,Fresh
2021868,scent,Fresh
2022006,scent,Fresh
2023014,scent,Woody & Earthy
2023014,scent,Fresh
2023056,scent,Fresh
2023056,scent,Fruity & Citrus
2023433,scent,Woody & Earthy
2023433,scent,Fresh
2023509,scent,Fruity & Citrus
2023509,scent,Woody & Earthy
2023541,scent,Fresh
2023546,scent,Fruity & Citrus
2023546,scent,Woody & Earthy
2023547,scent,Fruity & Citrus
2023547,scent,Woody & Earthy
2023633,scent,Woody & Earthy
2023633,scent,Fresh
2023775,scent,Woody & Earthy
2023775,scent,Fresh
2024272,scent,Woody & Earthy
2024272,scent,Fruity & Citrus
2024274,scent,Woody & Earthy
2024274,scent,Fruity & Citrus
2024275,scent,Fruity & Citrus
2024275,scent,Woody & Earthy
2041354,color_eyes,Black
2041354,form_eyes,Cream
2041354,benefit,Volumizing
2041354,finish_eyes,Matte
2041372,concerns_hair,Frizz-Free
2041373,form,Spray
2044054,skinType,Normal
2044054,form_face,Loose Powder
2044054,finish_face,Matte
2044054,coverage_face,Light
2044814,skinType,Normal
2044814,concerns_skin,Oiliness
2044814,finish_face,Matte
2044814,form_face,Loose Powder
2044814,skinType,Oily
2044814,skinType,Combination
2044814,skinType,Sensitive
2044814,skinType,Dry
2044814,concerns_skin,Blackheads & Visible Pores
2044814,concerns_skin,Dark Circles
2044814,concerns_skin,Redness
2044814,concerns_skin,Acne & Blemishes
2044814,concerns_skin,Dark Spots & Uneven Skin Tone
2045044,skin type,Sensitive
2045044,concerns,Dryness
2045044,skin type,Normal
2045044,spf,15 - 30
2045529,scent,Fruity & Citrus
2045529,scent,Woody & Earthy
2047246,benefit,Waterproof
2047246,color,Black
2047246,benefit,Volumizing
2047246,form,Cream
2047246,finish,Matte
2047415,concerns_hair,Shine
2047415,ingredients,Paraben-Free
2047417,ingredients,Paraben-Free
2047417,concerns_hair,Damaged
2047418,ingredients,Paraben-Free
2047418,ingredients,Gluten-Free
2047418,concerns_hair,Shine
2047418,concerns_hair,Volume
2047418,concerns_hair,Color Protection
2047418,concerns_hair,Dry Scalp
2047429,concerns,Dry Scalp
2047429,concerns,Color Protection
2047429,ingredients,Paraben-Free
2047429,hair type,Straight
2047429,ingredients,Vegan
2047429,hair type,Coily
2047429,ingredients,Gluten-Free
2047429,hair type,Wavy
2047429,ingredients,Cruelty-Free
2047429,hair type,Curly
2047430,concerns_hair,Color Protection
2047430,concerns_hair,Damaged
2047430,concerns_hair,Shine
2047430,ingredients,Gluten-Free
2047430,ingredients,Paraben-Free
2047436,concerns_hair,Damaged
2047436,concerns_hair,Volume
2047436,concerns_hair,Color Protection
2047441,concerns_hair,Volume
2047441,form_hair,Gel
2047441,concerns_hair,Shine
2047442,concerns_hair,Volume
2047442,concerns_hair,Shine
2047442,form_hair,Gel
2047448,form_hair,Wax
2047448,concerns_hair,Volume
2047448,concerns_hair,Shine
2047623,skin type,Normal
2047623,skin type,Dry
2047623,concerns,Redness
2047623,concerns,Dryness
2047624,form,Stick
2047631,skin type,Normal
2047631,concerns,Dryness
2047631,skin type,Dry
2047734,concerns_hair,Shine
2047734,concerns_hair,Frizz-Free
2047840,form_hair,Spray
2047840,concerns_hair,Volume
2047877,concerns_hair,Volume
2047878,form,Mousse
2047878,concerns_hair,Volume
2047889,scent,Floral
2047890,scent,Floral
2049093,ingredients,Silicone-Free
2049093,concerns_hair,Dry Scalp
2049093,concerns_hair,Damaged
2049094,concerns_hair,Damaged
2049094,ingredients,Silicone-Free
2049094,concerns_hair,Dry Scalp
2049096,concerns_hair,Color Protection
2049103,concerns_hair,Volume
2049109,concerns_hair,Color Protection
2049112,concerns_hair,Shine
2049112,concerns_hair,Dry Scalp
2049113,concerns_hair,Shine
2049113,concerns_hair,Dry Scalp
2049129,concerns_hair,Volume
2049501,scent,Fruity & Citrus
2049501,scent,Fresh
2049502,scent,Fresh
2049502,scent,Fruity & Citrus
2050103,skinType,Combination
2050103,skinType,Normal
2050103,ingredients_skin,Oil-Free
2050103,concerns,Blackheads & Visible Pores
2050103,concerns_skin,Dryness
2050103,concerns_skin,Fine Lines & Wrinkles
2050103,concerns_skin,Dark Spots & Uneven Skin Tone
2050104,concerns_skin,Fine Lines & Wrinkles
2050104,concerns,Dark Spots & Uneven Skin Tone
2050104,concerns,Dryness
2050104,concerns_skin,Blackheads & Visible Pores
2050417,ingredients,Paraben-Free
2050417,ingredients,Mineral
2050417,ingredients,Gluten-Free
2050417,ingredients,All Natural
2050417,concerns_hair,Heat Protection
2050417,concerns_hair,Volume
2050824,scent,Floral
2050824,scent,Fruity & Citrus
2050825,scent,Floral
2050825,scent,Fruity & Citrus
2051371,color_nails,Red
2051371,purpose_nails,Fast Drying
2052572,concerns_hair,Damaged
2052572,form,Oil & Serum
2052574,form,Spray
2054094,type,Brushes For Eyes
2054094,purpose,Curling
2054629,treatment,Hand & Foot
2054629,treatment,Dryness
2054659,treatment,Hand & Foot
2056401,scent,Fruity & Citrus
2056401,scent,Woody & Earthy
2056402,scent,Woody & Earthy
2056402,scent,Fruity & Citrus
2056844,concerns_skin,Fine Lines & Wrinkles
2056844,spf,Below 15
2056844,concerns_skin,Dryness
2056844,concerns_skin,Dark Spots & Uneven Skin Tone
2056844,skin type,Dry
2056844,spf,15 - 30
2056845,concerns_skin,Dryness
2056845,concerns_skin,Fine Lines & Wrinkles
2056845,concerns_skin,Dark Spots & Uneven Skin Tone
2056976,purpose_nails,Fast Drying
2056976,color_nails,Pink
2057067,skinType,Normal
2057067,spf,Below 15
2057067,skinType,Combination
2057067,concerns_skin,Fine Lines & Wrinkles
2057182,ingredients,Oil-Free
2057182,skinType,Normal
2057182,skinType,Combination
2057182,skinType,Sensitive
2057182,concerns_skin,Dark Spots & Uneven Skin Tone
2057849,skinType,Oily
2057849,concerns_skin,Oiliness
2057849,concerns_skin,Acne & Blemishes
2057849,skinType,Combination
2057849,skinType,Normal
2057893,concerns,Redness
2057893,skin type,Sensitive
2058032,skinType,Oily
2058032,skinType,Combination
2058032,skinType,Dry
2058032,skinType,Normal
2058032,ingredients,Mineral
2058032,ingredients,Oil-Free
2058032,ingredients,Cruelty-Free
2058032,ingredients,Paraben-Free
2058032,ingredients,Sulfate-Free
2058032,coverage_face,Light
2058032,coverage_face,Medium
2058032,coverage_face,Full
2058032,finish_face,Natural
2058032,form_face,Loose Powder
2058041,form_eyes,Powder
2058041,ingredients,Mineral
2058041,color_eyes,Nude
2058041,finish_eyes,Shimmer
2058041,ingredients,Gluten-Free
2058041,ingredients,Oil-Free
2058041,ingredients,Cruelty-Free
2058041,ingredients,Paraben-Free
2058041,ingredients,Sulfate-Free
2058304,concerns_hair,Volume
2058304,concerns_hair,Frizz-Free
2058304,form_hair,Spray
2058304,concerns_hair,Curl Enhancing
2058337,concerns_hair,Shine
2058337,concerns_hair,Shine
2058337,concerns_hair,Volume
2058337,concerns_hair,Volume
2058338,concerns_hair,Volume
2058338,concerns_hair,Shine
2058338,concerns_hair,Shine
2058338,concerns_hair,Volume
2058341,concerns_hair,Volume
2058341,concerns_hair,Shine
2058341,concerns_hair,Heat Protection
2058341,form_hair,Spray
2058342,concerns_hair,Shine
2058342,concerns_hair,Heat Protection
2058342,form_hair,Spray
2058342,concerns_hair,Volume
2058343,concerns_hair,Volume
2058343,concerns_hair,Heat Protection
2058343,form_hair,Spray
2058343,concerns_hair,Shine
2058344,concerns_hair,Volume
2058344,concerns_hair,Shine
2058345,concerns_hair,Shine
2058345,concerns_hair,Volume
2058345,concerns_hair,Heat Protection
2058345,form_hair,Spray
2058346,form_hair,Spray
2058346,concerns_hair,Shine
2058346,concerns_hair,Volume
2058346,concerns_hair,Heat Protection
2058347,concerns_hair,Heat Protection
2058347,form_hair,Spray
2058347,concerns_hair,Shine
2058347,concerns_hair,Volume
2058350,form_hair,Spray
2058350,concerns_hair,Volume
2058351,concerns_hair,Volume
2058351,form_hair,Spray
2058353,concerns_hair,Frizz-Free
2058353,concerns_hair,Shine
2058353,concerns_hair,Thinning
2058363,form,Spray
2058416,concerns_hair,Shine
2058783,concerns_hair,Volume
2058783,concerns_hair,Curl Enhancing
2058783,concerns_hair,Shine
2058785,concerns_hair,Curl Enhancing
2058785,concerns_hair,Volume
2060860,scent,Woody & Earthy
2060864,scent,Woody & Earthy
2060864,scent,Warm & Spicy
2061203,ingredients,Gluten-Free
2061203,ingredients,Paraben-Free
2061203,concerns,Volumizing
2061203,hair type,Wavy
2061203,ingredients,Cruelty-Free
2061203,hair type,Curly
2061203,hair type,Coily
2061203,hair type,Straight
2061206,concerns_hair,Shine
2061206,concerns_hair,Volume
2061206,concerns_hair,Frizz-Free
2063231,form,Gel
2063231,color,Nude
2063426,color,Black
2063426,form,Cream
2063426,benefit,Lengthening
2063426,finish,Matte
2063643,color,Black
2063643,benefit,Volumizing
2064468,scent,Warm & Spicy
2064468,scent,Sweet
2064469,scent,Warm & Spicy
2064469,scent,Sweet
2064470,scent,Sweet
2064470,scent,Warm & Spicy
2064729,purpose_brushesAndTools,Curling
2065413,ingredients,Paraben-Free
2065413,concerns_hair,Color Protection
2065413,concerns_hair,Shine
2065923,concerns_hair,Damaged
2065923,concerns_hair,Dry Scalp
2065928,concerns_hair,Dry Scalp
2066538,ingredients,Paraben-Free
2066538,hair type,Straight
2066538,hair type,Straight
2066538,ingredients,Vegan
2066538,ingredients,Vegan
2066538,hair type,Coily
2066538,hair type,Coily
2066538,hair type,Curly
2066538,hair type,Curly
2066538,ingredients,Cruelty-Free
2066538,ingredients,Cruelty-Free
2066538,hair type,Wavy
2066538,hair type,Wavy
2066538,concerns,Color Protection
2066538,concerns,Color Protection
2066538,ingredients,Paraben-Free
2066538,concerns,Oil Control
2066538,concerns,Oil Control
2066538,concerns,Shine
2066538,concerns,Shine
2066545,ingredients,Gluten-Free
2066545,ingredients,Vegan
2066545,concerns,Curl Enhancing
2066545,hair type,Straight
2066545,ingredients,Paraben-Free
2066545,hair type,Coily
2066545,hair type,Curly
2066545,ingredients,Cruelty-Free
2066545,hair type,Wavy
2066545,concerns,Color Protection
2066545,concerns,Dry Scalp
2066561,ingredients,Gluten-Free
2066561,concerns_hair,Shine
2066561,concerns_hair,Volume
2066561,ingredients,Paraben-Free
2066675,hair type,Coily
2066675,ingredients,Gluten-Free
2066675,ingredients,Paraben-Free
2066675,concerns,Volumizing
2066675,ingredients,Vegan
2066675,hair type,Straight
2066675,hair type,Wavy
2066675,ingredients,Cruelty-Free
2066675,hair type,Curly
2066722,concerns_hair,Heat Protection
2066722,concerns_hair,Damaged
2066722,concerns_hair,Shine
2066722,concerns_hair,Frizz-Free
2066722,form_hair,Oil & Serum
2066723,concerns_hair,Volume
2066723,form_hair,Cream
2066724,concerns_hair,Frizz-Free
2066724,form,Cream
2066815,purpose,Strengthening
2068203,form,Mousse
2068203,concerns_hair,Volume
2068310,concerns_hair,Frizz-Free
2068350,concerns_hair,Curl Enhancing
2068350,concerns_hair,Frizz-Free
2068360,concerns_hair,Curl Enhancing
2068360,form_hair,Spray
2068360,concerns_hair,Frizz-Free
2068362,concerns_hair,Frizz-Free
2068362,form_hair,Cream
2068362,concerns_hair,Curl Enhancing
2068408,form_lips,Stick
2068408,ingredients,Paraben-Free
2068408,ingredients,Sulfate-Free
2068408,finish_lips,Sheer
2068411,ingredients,Sulfate-Free
2068411,ingredients,Paraben-Free
2068411,form_lips,Stick
2068411,color_lips,Pink
2068411,finish_lips,Sheer
2068413,finish_lips,Sheer
2068413,form_lips,Stick
2068413,ingredients,Paraben-Free
2068413,ingredients,Sulfate-Free
2068413,color_lips,Pink
2068540,scent,Floral
2068664,ingredients,Gluten-Free
2068664,concerns_hair,Color Protection
2068664,concerns_hair,Volume
2068664,concerns_hair,Heat Protection
2068664,ingredients,Mineral
2068664,ingredients,All Natural
2068664,ingredients,Paraben-Free
2069039,benefit,Lengthening
2069039,color,Black
2069039,finish,Matte
2069039,form,Cream
2069039,benefit,Waterproof
2069543,scent,Woody & Earthy
2069543,scent,Warm & Spicy
2069545,scent,Warm & Spicy
2069545,scent,Woody & Earthy
2070018,purpose_nails,Fast Drying
2070018,color_nails,Beige
2071592,concerns_hair,Curl Enhancing
2071792,hair type,Straight
2071792,hair type,Curly
2071792,hair type,Coily
2071792,form,Gel
2071792,hair type,Wavy
2072347,purpose_brushesAndTools,Blending
2072347,purpose_brushesAndTools,Application
2072347,type_brushesAndTools,Brushes For Face
2072347,color_accessories,Black
2072837,scent,Fruity & Citrus
2072837,scent,Fresh
2072838,scent,Fruity & Citrus
2072838,scent,Fresh
2073838,concerns_skin,Redness
2073838,concerns_skin,Dark Spots & Uneven Skin Tone
2073838,concerns_skin,Dryness
2073838,skinType,Sensitive
2073838,ingredients,Oil-Free
2073840,skinType,Dry
2073840,spf,Below 15
2073840,concerns_skin,Fine Lines & Wrinkles
2073840,concerns_skin,Dark Spots & Uneven Skin Tone
2074370,ingredients_skin,Sulfate-Free
2074370,skinType,Normal
2074370,concerns_skin,Dryness
2074370,concerns_skin,Oiliness
2074370,concerns_skin,Blackheads & Visible Pores
2074370,ingredients_skin,Silicone-Free
2074370,ingredients_skin,Oil-Free
2074712,skinType,Normal
2074712,skinType,Combination
2074712,concerns_skin,Fine Lines & Wrinkles
2075517,concerns_hair,Color Protection
2075517,concerns_hair,Dry Scalp
2075517,ingredients,Paraben-Free
2075518,concerns_hair,Dry Scalp
2075518,ingredients,Paraben-Free
2075518,concerns_hair,Color Protection
2075521,concerns_hair,Volume
2075521,concerns_hair,Shine
2075521,concerns_hair,Damaged
2075521,ingredients,Paraben-Free
2075522,concerns_hair,Damaged
2075522,concerns_hair,Shine
2075522,ingredients,Paraben-Free
2075522,concerns_hair,Volume
2075523,concerns_hair,Oil Control
2075523,concerns_hair,Shine
2075523,concerns_hair,Color Protection
2075525,concerns_hair,Shine
2075525,concerns_hair,Color Protection
2075525,ingredients,Paraben-Free
2075525,concerns_hair,Damaged
2075526,concerns_hair,Damaged
2075526,concerns_hair,Shine
2075526,concerns_hair,Color Protection
2075526,ingredients,Paraben-Free
2075528,concerns_hair,Color Protection
2075528,concerns_hair,Shine
2075532,concerns_hair,Shine
2075532,concerns_hair,Volume
2075532,ingredients,Paraben-Free
2075533,concerns_hair,Volume
2075533,concerns_hair,Shine
2075533,ingredients,Paraben-Free
2075536,hair type,Coily
2075536,ingredients,Vegan
2075536,hair type,Curly
2075536,ingredients,Cruelty-Free
2075536,ingredients,Paraben-Free
2075536,hair type,Wavy
2075536,ingredients,Gluten-Free
2075536,concerns,Color Protection
2075536,concerns,Damaged & Split Ends
2075536,hair type,Straight
2075536,concerns,Dry Scalp
2076249,form_hair,Cream
2076249,concerns_hair,Shine
2076249,concerns_hair,Volume
2076968,spf,15 - 30
2076968,skinType,Sensitive
2076968,skinType,Dry
2076968,skinType,Normal
2076968,ingredients,Oil-Free
2076968,ingredients,Paraben-Free
2076968,skinType,Oily
2076968,concerns_skin,Dryness
2076968,concerns_skin,Anti-Aging
2076968,skinType,Combination
2077065,form_hair,Spray
2077065,concerns_hair,Volume
2077225,skinType,Dry
2077225,finish_face,Natural
2077225,coverage_face,Full
2077225,coverage_face,Medium
2077225,coverage_face,Light
2077225,spf,15 - 30
2077225,ingredients,Vegan
2077225,ingredients,Sulfate-Free
2077225,ingredients,Paraben-Free
2077225,skinType,Oily
2077225,skinType,Combination
2077225,skinType,Sensitive
2077225,form_face,Loose Powder
2077225,skinType,Normal
2077225,ingredients,Mineral
2077225,ingredients,Gluten-Free
2077225,ingredients,Oil-Free
2077225,ingredients,Cruelty-Free
2077286,concerns_hair,Frizz-Free
2077286,concerns_hair,Shine
2077626,color_nails,White
2077627,color_nails,Pink
2077630,color_nails,White
2077633,color_nails,Red
2077652,color_nails,Pink
2077668,color_nails,Beige
2077678,color_nails,Pink
2077682,color_nails,White
2077755,color_nails,White
2077756,color_nails,Pink
2077758,color_nails,Red
2078356,scent,Fruity & Citrus
2078356,scent,Fresh
2078357,scent,Fresh
2078357,scent,Fruity & Citrus
2078389,concerns_skin,Blackheads & Visible Pores
2078389,ingredients,Oil-Free
2078389,skinType,Dry
2078390,skinType,Combination
2078390,concerns_skin,Dryness
2078390,concerns_skin,Dark Spots & Uneven Skin Tone
2078390,skinType,Normal
2078390,ingredients_skin,Oil-Free
2079309,scent,Floral
2079309,scent,Sweet
2079310,scent,Sweet
2079310,scent,Floral
2079973,form,Cream
2079973,concerns_hair,Heat Protection
2079973,concerns_hair,Volume
2080029,color_lips,Pink
2080029,finish_lips,High Shine
2080029,form_lips,Gloss
2080029,ingredients,Paraben-Free
2080031,ingredients,Paraben-Free
2080031,ingredients,Sulfate-Free
2080031,form_lips,Gloss
2080031,finish_lips,High Shine
2080031,color_lips,Pink
2080032,ingredients,Paraben-Free
2080032,ingredients,Sulfate-Free
2080032,color_lips,Pink
2080032,finish_lips,High Shine
2080032,form_lips,Gloss
2080034,ingredients,Sulfate-Free
2080034,ingredients,Paraben-Free
2080034,form_lips,Gloss
2080034,finish_lips,High Shine
2080034,color_lips,Pink
2080035,finish_lips,High Shine
2080035,form_lips,Gloss
2080035,ingredients,Sulfate-Free
2080035,ingredients,Paraben-Free
2080036,ingredients,Paraben-Free
2080036,form_lips,Gloss
2080036,finish_lips,High Shine
2080036,color_lips,Pink
2080036,ingredients,Sulfate-Free
2080449,treatment,Anti-Stress
2080451,treatment,Anti-Stress
2081018,form,Cream
2081018,benefit,Volumizing
2081018,color,Black
2081018,finish,Matte
2081242,concerns_hair,Color Protection
2081242,form,Spray
2081242,concerns_hair,Damaged
2081242,concerns_hair,Volume
2081243,form,Spray
2081243,concerns_hair,Volume
2081243,concerns_hair,Damaged
2081243,concerns_hair,Color Protection
2081358,ingredients,Sulfate-Free
2081358,ingredients,Paraben-Free
2081358,ingredients,Cruelty-Free
2081358,skinType,Normal
2081358,skinType,Dry
2081358,skinType,Sensitive
2081358,skinType,Combination
2081358,skinType,Oily
2081358,concerns_skin,Dryness
2081358,concerns_skin,Anti-Aging
2082100,spf,15 - 30
2082105,scent,Fresh
