SKU_ID,METADATA_NAME,METADATA_VALUE
2282001,coverage_face,Medium
2282001,skinType,Dry
2282001,skinType,Normal
2282001,spf,15 - 30
2282002,finish_face,Natural
2282002,form_face,Liquid
2282002,spf,15 - 30
2282002,skinType,Normal
2282002,skinType,Dry
2282002,skinType,Sensitive
2282002,skinType,Combination
2282002,skinType,Oily
2282002,coverage_face,Medium
2282003,coverage_face,Medium
2282003,skinType,Normal
2282003,skinType,Dry
2282003,skinType,Sensitive
2282003,spf,15 - 30
2282003,skinType,Oily
2282003,form_face,Liquid
2282003,finish_face,Natural
2282003,skinType,Combination
2282004,coverage_face,Medium
2282004,finish_face,Natural
2282004,form_face,Liquid
2282004,skinType,Oily
2282004,skinType,Combination
2282004,skinType,Sensitive
2282004,skinType,Dry
2282004,skinType,Normal
2282004,spf,15 - 30
2282005,skinType,Oily
2282005,form_face,Liquid
2282005,finish_face,Natural
2282005,coverage_face,Medium
2282005,spf,15 - 30
2282005,skinType,Sensitive
2282005,skinType,Dry
2282005,skinType,Normal
2282005,skinType,Combination
2282006,skinType,Oily
2282006,form_face,Liquid
2282006,finish_face,Natural
2282006,coverage_face,Medium
2282006,skinType,Combination
2282006,spf,15 - 30
2282006,skinType,Normal
2282006,skinType,Dry
2282006,skinType,Sensitive
2282007,finish_face,Natural
2282007,coverage_face,Medium
2282007,spf,15 - 30
2282007,skinType,Normal
2282007,form_face,Liquid
2282007,skinType,Combination
2282007,skinType,Sensitive
2282007,skinType,Dry
2282007,skinType,Oily
2282008,skinType,Normal
2282008,spf,15 - 30
2282008,skinType,Dry
2282008,skinType,Sensitive
2282008,skinType,Combination
2282008,skinType,Oily
2282008,form_face,Liquid
2282008,finish_face,Natural
2282008,coverage_face,Medium
2282009,concerns_skin,Dark Spots & Uneven Skin Tone
2282009,skinType,Oily
2282009,concerns_skin,Dark Circles
2282009,concerns_skin,Acne & Blemishes
2282009,concerns_skin,Anti-Aging
2282009,concerns_skin,Redness
2282009,concerns_skin,Dryness
2282009,coverage_face,Medium
2282009,finish_face,Natural
2282009,form_face,Liquid
2282009,skinType,Normal
2282009,skinType,Dry
2282009,skinType,Sensitive
2282009,skinType,Combination
2282009,concerns_skin,Blackheads & Visible Pores
2282010,concerns_skin,Anti-Aging
2282010,concerns_skin,Acne & Blemishes
2282010,concerns_skin,Redness
2282010,concerns_skin,Dark Circles
2282010,concerns_skin,Blackheads & Visible Pores
2282010,concerns_skin,Dark Spots & Uneven Skin Tone
2282010,concerns_skin,Dryness
2282010,coverage_face,Medium
2282010,finish_face,Natural
2282010,form_face,Liquid
2282010,skinType,Oily
2282010,skinType,Combination
2282010,skinType,Sensitive
2282010,skinType,Dry
2282010,skinType,Normal
2282011,finish_face,Natural
2282011,form_face,Liquid
2282011,skinType,Oily
2282011,skinType,Combination
2282011,skinType,Sensitive
2282011,skinType,Dry
2282011,coverage_face,Medium
2282011,concerns_skin,Anti-Aging
2282011,concerns_skin,Acne & Blemishes
2282011,concerns_skin,Redness
2282011,concerns_skin,Dark Circles
2282011,concerns_skin,Dark Spots & Uneven Skin Tone
2282011,skinType,Normal
2282012,skinType,Dry
2282012,skinType,Sensitive
2282012,skinType,Combination
2282012,skinType,Oily
2282012,form_face,Liquid
2282012,finish_face,Natural
2282012,coverage_face,Medium
2282012,concerns_skin,Acne & Blemishes
2282012,concerns_skin,Dark Spots & Uneven Skin Tone
2282012,concerns_skin,Blackheads & Visible Pores
2282012,skinType,Normal
2282012,concerns_skin,Redness
2282012,concerns_skin,Dark Circles
2282013,concerns_skin,Blackheads & Visible Pores
2282013,concerns_skin,Dark Circles
2282013,concerns_skin,Redness
2282013,concerns_skin,Acne & Blemishes
2282013,coverage_face,Medium
2282013,skinType,Normal
2282013,skinType,Dry
2282013,skinType,Sensitive
2282013,skinType,Combination
2282013,skinType,Oily
2282013,form_face,Liquid
2282013,finish_face,Natural
2282016,coverage_face,Medium
2282016,skinType,Oily
2282016,form_face,Pressed Powder
2282016,finish_face,Matte
2282016,skinType,Combination
2282016,skinType,Sensitive
2282016,skinType,Dry
2282016,skinType,Normal
2282017,skinType,Oily
2282017,form_face,Pressed Powder
2282017,skinType,Normal
2282017,skinType,Dry
2282017,skinType,Sensitive
2282017,skinType,Combination
2282017,coverage_face,Medium
2282017,finish_face,Matte
2282018,skinType,Sensitive
2282018,coverage_face,Medium
2282018,finish_face,Matte
2282018,form_face,Pressed Powder
2282018,skinType,Oily
2282018,skinType,Normal
2282018,skinType,Dry
2282018,skinType,Combination
2282091,concerns,Dark Spots & Uneven Skin Tone
2282091,skin type,Sensitive
2282091,skin type,Combination
2282091,skin type,Oily
2282091,concerns,Fine Lines & Wrinkles
2282091,skin type,Dry
2282091,concerns,Blackheads & Visible Pores
2282091,skin type,Normal
2282092,skinType,Normal
2282092,concerns_skin,Dark Spots & Uneven Skin Tone
2282092,concerns_skin,Blackheads & Visible Pores
2282092,concerns_skin,Anti-Aging
2282111,color_lips,Pink
2282111,form_lips,Gloss
2282111,finish_lips,High Shine
2282114,form_lips,Gloss
2282114,finish_lips,High Shine
2282114,color_lips,Pink
2282118,form_lips,Gloss
2282118,color_lips,Red
2282118,finish_lips,High Shine
2282119,form_lips,Gloss
2282119,color_lips,Pink
2282119,finish_lips,High Shine
2282199,concerns_hair,Volume
2282199,ingredients,Oil-Free
2282199,ingredients,Sulfate-Free
2282199,ingredients,Silicone-Free
2282200,ingredients,Silicone-Free
2282200,ingredients,Sulfate-Free
2282200,concerns_hair,Thinning
2282200,concerns_hair,Volume
2282200,concerns_hair,Shine
2282200,concerns_hair,Damaged
2282200,ingredients,Oil-Free
2282201,ingredients,Sulfate-Free
2282201,concerns_hair,Damaged
2282201,ingredients,Oil-Free
2282201,ingredients,Silicone-Free
2282202,ingredients,Oil-Free
2282202,concerns_hair,Damaged
2282202,concerns_hair,Dry Scalp
2282202,ingredients,Sulfate-Free
2282202,ingredients,Silicone-Free
2282203,ingredients,Sulfate-Free
2282203,ingredients,Oil-Free
2282203,concerns_hair,Damaged
2282203,concerns_hair,Shine
2282203,concerns_hair,Volume
2282203,ingredients,Silicone-Free
2282204,concerns_hair,Straightening
2282204,concerns_hair,Damaged
2282204,ingredients,Paraben-Free
2282204,concerns_hair,Dry Scalp
2282204,ingredients,Silicone-Free
2282222,color_eyes,Blue
2282222,color_eyes,Multi
2282222,finish_eyes,Shimmer
2282222,form_eyes,Powder
2282442,form_face,Liquid
2282442,finish_face,Matte
2282442,coverage_face,Full
2282442,ingredients,Paraben-Free
2282442,ingredients,Gluten-Free
2282442,ingredients,Sulfate-Free
2282442,ingredients,Vegan
2282442,spf,15 - 30
2282442,skinType,Combination
2282442,skinType,Oily
2282442,form_face,Cream
2282442,skinType,Normal
2282443,spf,15 - 30
2282443,skinType,Combination
2282443,skinType,Oily
2282443,form_face,Cream
2282443,form_face,Liquid
2282443,finish_face,Matte
2282443,coverage_face,Full
2282443,skinType,Normal
2282443,ingredients,Gluten-Free
2282443,ingredients,Vegan
2282443,ingredients,Sulfate-Free
2282443,ingredients,Paraben-Free
2282444,skinType,Combination
2282444,skinType,Oily
2282444,form_face,Cream
2282444,form_face,Liquid
2282444,finish_face,Matte
2282444,coverage_face,Full
2282444,spf,15 - 30
2282444,ingredients,Vegan
2282444,ingredients,Sulfate-Free
2282444,ingredients,Paraben-Free
2282444,ingredients,Gluten-Free
2282444,skinType,Normal
2282445,finish_face,Matte
2282445,form_face,Liquid
2282445,form_face,Cream
2282445,skinType,Oily
2282445,skinType,Combination
2282445,ingredients,Vegan
2282445,coverage_face,Full
2282445,ingredients,Paraben-Free
2282445,ingredients,Gluten-Free
2282445,skinType,Normal
2282445,ingredients,Sulfate-Free
2282445,spf,15 - 30
2282446,ingredients,Gluten-Free
2282446,ingredients,Paraben-Free
2282446,ingredients,Sulfate-Free
2282446,ingredients,Vegan
2282446,skinType,Combination
2282446,spf,15 - 30
2282446,coverage_face,Full
2282446,finish_face,Matte
2282446,form_face,Liquid
2282446,form_face,Cream
2282446,skinType,Oily
2282446,skinType,Normal
2282447,form_face,Cream
2282447,skinType,Oily
2282447,ingredients,Vegan
2282447,skinType,Combination
2282447,ingredients,Sulfate-Free
2282447,form_face,Liquid
2282447,ingredients,Gluten-Free
2282447,skinType,Normal
2282447,coverage_face,Full
2282447,finish_face,Matte
2282447,spf,15 - 30
2282447,ingredients,Paraben-Free
2282448,ingredients,Gluten-Free
2282448,skinType,Normal
2282448,spf,15 - 30
2282448,ingredients,Vegan
2282448,ingredients,Sulfate-Free
2282448,coverage_face,Full
2282448,finish_face,Matte
2282448,form_face,Liquid
2282448,form_face,Cream
2282448,skinType,Oily
2282448,ingredients,Paraben-Free
2282448,skinType,Combination
2282449,finish_face,Matte
2282449,skinType,Oily
2282449,form_face,Cream
2282449,coverage_face,Full
2282449,skinType,Combination
2282449,form_face,Liquid
2282449,ingredients,Sulfate-Free
2282449,ingredients,Paraben-Free
2282449,ingredients,Gluten-Free
2282449,skinType,Normal
2282449,spf,15 - 30
2282449,ingredients,Vegan
2282450,ingredients,Gluten-Free
2282450,ingredients,Paraben-Free
2282450,ingredients,Sulfate-Free
2282450,skinType,Normal
2282450,ingredients,Vegan
2282450,spf,15 - 30
2282450,finish_face,Matte
2282450,form_face,Liquid
2282450,form_face,Cream
2282450,skinType,Oily
2282450,skinType,Combination
2282450,coverage_face,Full
2282451,coverage_face,Full
2282451,finish_face,Matte
2282451,finish_face,Natural
2282451,form_face,Loose Powder
2282451,skinType,Sensitive
2282451,skinType,Dry
2282451,skinType,Normal
2282451,ingredients,Gluten-Free
2282451,ingredients,Paraben-Free
2282451,ingredients,Sulfate-Free
2282451,ingredients,Vegan
2282451,skinType,Combination
2282451,skinType,Oily
2282452,coverage_face,Full
2282452,finish_face,Matte
2282452,ingredients,Vegan
2282452,ingredients,Sulfate-Free
2282452,ingredients,Paraben-Free
2282452,ingredients,Gluten-Free
2282452,skinType,Normal
2282452,finish_face,Natural
2282452,form_face,Loose Powder
2282452,skinType,Oily
2282452,skinType,Combination
2282452,skinType,Sensitive
2282452,skinType,Dry
2282456,ingredients,Gluten-Free
2282456,form_eyes,Cream
2282456,finish_eyes,Matte
2282456,color_eyes,Multi
2282456,ingredients,Paraben-Free
2282456,ingredients,Sulfate-Free
2282469,coverage_face,Light
2282469,finish_face,Natural
2282469,ingredients,Sulfate-Free
2282469,ingredients,Gluten-Free
2282469,ingredients,Paraben-Free
2282469,form_face,Pressed Powder
2282470,ingredients,Paraben-Free
2282470,ingredients,Gluten-Free
2282470,form_face,Pressed Powder
2282470,finish_face,Natural
2282470,coverage_face,Light
2282470,ingredients,Sulfate-Free
2282471,finish_face,Natural
2282471,form_face,Pressed Powder
2282471,coverage_face,Light
2282471,ingredients,Sulfate-Free
2282471,ingredients,Paraben-Free
2282471,ingredients,Gluten-Free
2282472,coverage_face,Light
2282472,ingredients,Sulfate-Free
2282472,ingredients,Paraben-Free
2282472,ingredients,Gluten-Free
2282472,form_face,Pressed Powder
2282472,finish_face,Natural
2282473,ingredients,Vegan
2282473,ingredients,Paraben-Free
2282473,ingredients,Cruelty-Free
2282473,skinType,Oily
2282473,concerns_skin,Tone
2282473,skinType,Combination
2282473,skinType,Dry
2282473,ingredients,Gluten-Free
2282473,concerns_skin,Anti-Aging
2282473,skinType,Normal
2282483,color_accessories,Gold
2282483,type_brushesAndTools,Brushes For Eyes
2282483,purpose_brushesAndTools,Lining
2282483,color_accessories,Nude
2282492,scent,Fresh
2282492,scent,Floral
2282495,concerns,Fine Lines & Wrinkles
2282495,skin type,Sensitive
2282495,skin type,Dry
2282495,skin type,Normal
2282495,concerns,Dryness
2282495,skin type,Oily
2282495,ingredients,Oil-Free
2282495,skin type,Combination
2282561,benefit,Curling
2282561,benefit,Volumizing
2282561,ingredients,Paraben-Free
2282561,benefit,Lengthening
2282561,color,Black
2282562,benefit,Lengthening
2282562,color,Black
2282562,ingredients,Paraben-Free
2282562,benefit,Volumizing
2282562,benefit,Curling
2282563,benefit,Lengthening
2282563,ingredients,Paraben-Free
2282563,benefit,Curling
2282563,color_eyes,Black
2282563,color_eyes,Brown
2282563,benefit,Volumizing
2282564,spf,Above 30
2282630,ingredients,Cruelty-Free
2282630,ingredients,Cruelty-Free
2282630,spf,15 - 30
2282630,spf,15 - 30
2282630,ingredients,Vegan
2282630,ingredients,Vegan
2282630,ingredients,Silicone-Free
2282630,ingredients,Silicone-Free
2282630,ingredients,Sulfate-Free
2282630,ingredients,Sulfate-Free
2282630,ingredients,Paraben-Free
2282630,ingredients,Paraben-Free
2282630,skinType,Combination
2282630,skinType,Combination
2282630,skinType,Dry
2282630,skinType,Dry
2282630,skinType,Normal
2282630,skinType,Normal
2282630,ingredients,All Natural
2282630,ingredients,All Natural
2282631,skinType,Combination
2282631,ingredients,Paraben-Free
2282631,ingredients,Paraben-Free
2282631,ingredients,Sulfate-Free
2282631,ingredients,Sulfate-Free
2282631,ingredients,Silicone-Free
2282631,ingredients,Silicone-Free
2282631,ingredients,Vegan
2282631,ingredients,Vegan
2282631,spf,15 - 30
2282631,spf,15 - 30
2282631,ingredients,Cruelty-Free
2282631,ingredients,Cruelty-Free
2282631,ingredients,All Natural
2282631,ingredients,All Natural
2282631,skinType,Normal
2282631,skinType,Normal
2282631,skinType,Dry
2282631,skinType,Dry
2282631,skinType,Combination
2282632,ingredients,Cruelty-Free
2282632,ingredients,Cruelty-Free
2282632,ingredients,All Natural
2282632,ingredients,All Natural
2282632,skinType,Normal
2282632,skinType,Normal
2282632,skinType,Dry
2282632,skinType,Dry
2282632,skinType,Combination
2282632,skinType,Combination
2282632,spf,15 - 30
2282632,spf,15 - 30
2282632,ingredients,Vegan
2282632,ingredients,Vegan
2282632,ingredients,Silicone-Free
2282632,ingredients,Silicone-Free
2282632,ingredients,Sulfate-Free
2282632,ingredients,Paraben-Free
2282632,ingredients,Paraben-Free
2282632,ingredients,Sulfate-Free
2282688,form_face,Pressed Powder
2282688,skinType,All
2282688,skinType,Normal
2282688,ingredients,Gluten-Free
2282688,ingredients,Oil-Free
2282688,ingredients,Paraben-Free
2282688,ingredients,Sulfate-Free
2282688,coverage_face,Light
2282688,finish_face,Illuminating
2282689,ingredients,Gluten-Free
2282689,ingredients,Sulfate-Free
2282689,ingredients,Oil-Free
2282689,coverage,Light
2282689,form,Pressed Powder
2282689,skin type,Dry
2282689,skin type,Normal
2282689,finish,Illuminating
2282689,skin type,Oily
2282689,skin type,Combination
2282689,ingredients,Paraben-Free
2282737,form,Pressed Powder
2282737,skin type,Dry
2282737,skin type,Combination
2282737,skin type,Oily
2282737,ingredients,Paraben-Free
2282737,ingredients,Oil-Free
2282737,skin type,Normal
2282737,finish,Natural
2282737,coverage,Light
2282738,coverage,Light
2282738,skin type,Dry
2282738,skin type,Combination
2282738,skin type,Oily
2282738,form,Pressed Powder
2282738,ingredients,Oil-Free
2282738,skin type,Normal
2282738,finish,Natural
2282738,ingredients,Paraben-Free
2282739,coverage,Light
2282739,form,Pressed Powder
2282739,finish,Natural
2282739,skin type,Normal
2282739,ingredients,Oil-Free
2282739,ingredients,Paraben-Free
2282739,skin type,Oily
2282739,skin type,Combination
2282739,skin type,Dry
2282740,ingredients,Oil-Free
2282740,skin type,Normal
2282740,finish,Natural
2282740,form,Pressed Powder
2282740,ingredients,Paraben-Free
2282740,skin type,Dry
2282740,skin type,Combination
2282740,skin type,Oily
2282740,coverage,Light
2282741,ingredients,Oil-Free
2282744,finish,Illuminating
2282744,skin type,Dry
2282744,skin type,Combination
2282744,skin type,Oily
2282744,ingredients,Oil-Free
2282744,skin type,Normal
2282744,form,Cream
2282744,coverage,Light
2282746,skin type,Normal
2282746,skin type,Combination
2282746,skin type,Dry
2282746,form,Cream
2282746,coverage,Light
2282746,ingredients,Oil-Free
2282746,skin type,Oily
2282746,finish,Illuminating
2282748,skin type,Dry
2282748,skin type,Combination
2282748,skin type,Normal
2282748,form,Cream
2282748,coverage,Light
2282748,finish,Illuminating
2282748,ingredients,Oil-Free
2282748,skin type,Oily
2282752,coverage,Light
2282752,form,Cream
2282752,skin type,Normal
2282752,finish,Illuminating
2282752,ingredients,Oil-Free
2282752,skin type,Oily
2282752,skin type,Dry
2282752,skin type,Combination
2282753,skinType,Normal
2282753,skinType,Dry
2282753,skinType,Sensitive
2282753,skinType,Combination
2282753,finish_face,Natural
2282753,form_face,Liquid
2282753,skinType,Oily
2282753,coverage_face,Full
2282754,skinType,Dry
2282754,skinType,Normal
2282754,skinType,Sensitive
2282754,skinType,Combination
2282754,skinType,Oily
2282754,form_face,Liquid
2282754,coverage_face,Full
2282754,finish_face,Natural
2282755,skinType,Normal
2282755,skinType,Dry
2282755,skinType,Sensitive
2282755,skinType,Combination
2282755,coverage_face,Full
2282755,form_face,Liquid
2282755,skinType,Oily
2282755,finish_face,Natural
2282756,skinType,Oily
2282756,skinType,Sensitive
2282756,finish_face,Natural
2282756,coverage_face,Full
2282756,skinType,Dry
2282756,skinType,Normal
2282756,form_face,Liquid
2282756,skinType,Combination
2282757,form_face,Liquid
2282757,skinType,Oily
2282757,skinType,Combination
2282757,skinType,Sensitive
2282757,skinType,Dry
2282757,skinType,Normal
2282757,finish_face,Natural
2282757,coverage_face,Full
2282758,coverage_face,Full
2282758,finish_face,Natural
2282758,form_face,Liquid
2282758,skinType,Oily
2282758,skinType,Combination
2282758,skinType,Sensitive
2282758,skinType,Dry
2282758,skinType,Normal
2282759,coverage_face,Full
2282759,finish_face,Natural
2282759,form_face,Liquid
2282759,skinType,Normal
2282759,skinType,Combination
2282759,skinType,Sensitive
2282759,skinType,Dry
2282759,skinType,Oily
2282761,coverage_face,Full
2282761,finish_face,Natural
2282761,form_face,Liquid
2282761,skinType,Oily
2282761,skinType,Dry
2282761,skinType,Normal
2282761,skinType,Sensitive
2282761,skinType,Combination
2282762,coverage_face,Full
2282762,finish_face,Natural
2282762,form_face,Liquid
2282762,skinType,Combination
2282762,skinType,Oily
2282762,skinType,Sensitive
2282762,skinType,Dry
2282762,skinType,Normal
2282764,skinType,Normal
2282764,form_face,Liquid
2282764,skinType,Oily
2282764,skinType,Combination
2282764,skinType,Dry
2282764,skinType,Sensitive
2282764,coverage_face,Full
2282764,finish_face,Natural
2282765,skinType,Normal
2282765,skinType,Dry
2282765,skinType,Sensitive
2282765,skinType,Combination
2282765,skinType,Oily
2282765,finish_face,Natural
2282765,form_face,Liquid
2282765,coverage_face,Full
2282766,coverage_face,Full
2282766,finish_face,Natural
2282766,form_face,Liquid
2282766,skinType,Oily
2282766,skinType,Combination
2282766,skinType,Sensitive
2282766,skinType,Normal
2282766,skinType,Dry
2282767,coverage_face,Full
2282767,finish_face,Natural
2282767,form_face,Liquid
2282767,skinType,Oily
2282767,skinType,Normal
2282767,skinType,Sensitive
2282767,skinType,Combination
2282767,skinType,Dry
2282769,form_eyes,Gel
2282769,form_eyes,Cream
2282769,finish_eyes,Matte
2282769,ingredients,Cruelty-Free
2282769,color_eyes,Brown
2282770,finish_eyes,Matte
2282770,color_eyes,Brown
2282770,form_eyes,Gel
2282770,ingredients,Cruelty-Free
2282770,form_eyes,Cream
2282771,finish_eyes,Matte
2282771,form_eyes,Cream
2282771,form_eyes,Gel
2282771,ingredients,Cruelty-Free
2282771,color_eyes,Black
2282772,ingredients,Sulfate-Free
2282772,form_face,Pressed Powder
2282772,finish_face,Natural
2282772,coverage_face,Medium
2282777,skinType,Sensitive
2282777,skinType,Dry
2282777,skinType,Normal
2282777,coverage_face,Full
2282777,skinType,Combination
2282777,skinType,Oily
2282777,form_face,Liquid
2282777,finish_face,Natural
2282778,skinType,Normal
2282778,skinType,Dry
2282778,skinType,Sensitive
2282778,skinType,Combination
2282778,skinType,Oily
2282778,form_face,Liquid
2282778,finish_face,Natural
2282778,coverage_face,Full
2282779,skinType,Normal
2282779,coverage_face,Full
2282779,finish_face,Natural
2282779,form_face,Liquid
2282779,skinType,Oily
2282779,skinType,Combination
2282779,skinType,Sensitive
2282779,skinType,Dry
2282780,skinType,Normal
2282780,skinType,Dry
2282780,skinType,Sensitive
2282780,skinType,Combination
2282780,skinType,Oily
2282780,coverage_face,Full
2282780,finish_face,Natural
2282780,form_face,Liquid
2282781,skinType,Dry
2282781,skinType,Normal
2282781,skinType,Sensitive
2282781,skinType,Combination
2282781,skinType,Oily
2282781,coverage_face,Full
2282781,finish_face,Natural
2282781,form_face,Liquid
2282782,skin type,Oily
2282782,skin type,Combination
2282782,skin type,Sensitive
2282782,skin type,Dry
2282782,skin type,Normal
2282790,ingredients,Oil-Free
2282806,ingredients,Gluten-Free
2282806,ingredients,Silicone-Free
2282806,ingredients,Sulfate-Free
2282806,ingredients,Paraben-Free
2282806,ingredients,Oil-Free
2282806,color_accessories,Multi
2282809,finish_face,Natural
2282809,coverage_face,Light
2282809,ingredients,Paraben-Free
2282809,skinType,Oily
2282809,skinType,All
2282809,form_face,Pressed Powder
2282810,coverage_face,Medium
2282810,finish_face,Natural
2282810,ingredients,Paraben-Free
2282810,skinType,All
2282810,skinType,Oily
2282810,form_face,Pressed Powder
2282842,skin type,Oily
2282842,coverage,Full
2282842,skin type,Normal
2282842,finish,Natural
2282842,form,Liquid
2282842,skin type,Dry
2282842,skin type,Combination
2282843,skin type,Normal
2282843,coverage,Full
2282843,skin type,Oily
2282843,finish,Natural
2282843,skin type,Dry
2282843,skin type,Combination
2282843,form,Liquid
2282844,skin type,Dry
2282844,skin type,Combination
2282844,skin type,Oily
2282844,coverage,Full
2282844,skin type,Normal
2282844,finish,Natural
2282844,form,Liquid
2282845,skin type,Dry
2282845,finish,Natural
2282845,skin type,Oily
2282845,coverage,Full
2282845,skin type,Normal
2282845,skin type,Combination
2282845,form,Liquid
2282846,skin type,Oily
2282846,coverage,Full
2282846,skin type,Normal
2282846,finish,Natural
2282846,form,Liquid
2282846,skin type,Combination
2282846,skin type,Dry
2282875,color_eyes,Black
2282875,form_eyes,Liquid
2282875,benefit,Waterproof
2282875,benefit,Volumizing
2282876,form_eyes,Liquid
2282876,benefit,Waterproof
2282876,benefit,Volumizing
2282876,color_eyes,Black
2282877,benefit,Waterproof
2282877,color,Black
2282877,benefit,Volumizing
2282878,benefit,Volumizing
2282878,color,Black
2282878,benefit,Waterproof
2282879,benefit,Volumizing
2282879,benefit,Waterproof
2282879,color,Black
2282880,coverage_face,Medium
2282880,finish_face,Matte
2282880,form_face,Pressed Powder
2282880,ingredients,Oil-Free
2282880,skinType,Combination
2282880,skinType,Normal
2282880,skinType,Oily
2282881,skinType,Normal
2282881,ingredients,Oil-Free
2282881,coverage_face,Medium
2282881,finish_face,Matte
2282881,form_face,Pressed Powder
2282881,skinType,Oily
2282882,skinType,Oily
2282882,form_face,Pressed Powder
2282882,finish_face,Matte
2282882,coverage_face,Medium
2282882,skinType,Normal
2282882,ingredients,Oil-Free
2282883,finish_face,Matte
2282883,form_face,Pressed Powder
2282883,coverage_face,Medium
2282883,skinType,Normal
2282883,skinType,Oily
2282883,ingredients,Oil-Free
2282884,skinType,Normal
2282884,coverage_face,Medium
2282884,finish_face,Matte
2282884,form_face,Pressed Powder
2282884,skinType,Oily
2282884,ingredients,Oil-Free
2282885,ingredients,Oil-Free
2282885,skinType,Normal
2282885,coverage_face,Medium
2282885,finish_face,Matte
2282885,form_face,Pressed Powder
2282885,skinType,Oily
2282886,ingredients,Oil-Free
2282886,skinType,Normal
2282886,skinType,Oily
2282886,form_face,Pressed Powder
2282886,coverage_face,Medium
2282886,finish_face,Matte
2282887,skinType,Normal
2282887,coverage_face,Medium
2282887,finish_face,Matte
2282887,form_face,Pressed Powder
2282887,skinType,Oily
2282887,ingredients,Oil-Free
2282888,skin type,Dry
2282888,skin type,Combination
2282888,form,Liquid
2282888,coverage,Light
2282888,finish,Natural
2282888,skin type,Normal
2282888,skin type,Oily
2282906,skin type,Normal
2282906,form,Liquid
2282906,skin type,Oily
2282906,ingredients,Oil-Free
2282906,coverage,Medium
2282906,finish,Matte
2282908,form,Liquid
2282908,skin type,Oily
2282908,ingredients,Oil-Free
2282908,coverage,Medium
2282908,finish,Matte
2282908,skin type,Normal
2282909,form,Liquid
2282909,skin type,Oily
2282909,ingredients,Oil-Free
2282909,coverage,Medium
2282909,finish,Matte
2282909,skin type,Normal
2282910,ingredients,Oil-Free
2282910,skin type,Oily
2282910,coverage,Medium
2282910,finish,Matte
2282910,skin type,Normal
2282910,form,Liquid
2282911,finish,Matte
2282911,skin type,Normal
2282911,coverage,Medium
2282911,form,Liquid
2282911,skin type,Oily
2282911,ingredients,Oil-Free
2282912,skin type,Oily
2282912,ingredients,Oil-Free
2282912,skin type,Normal
2282912,finish,Matte
2282912,coverage,Medium
2282912,form,Liquid
2282913,finish,Matte
2282913,skin type,Normal
2282913,coverage,Medium
2282913,ingredients,Oil-Free
2282913,skin type,Oily
2282913,form,Liquid
2282915,skin type,Normal
2282915,form,Liquid
2282915,skin type,Oily
2282915,ingredients,Oil-Free
2282915,coverage,Medium
2282915,finish,Matte
2282916,skin type,Normal
2282916,form,Liquid
2282916,skin type,Oily
2282916,finish,Matte
2282916,coverage,Medium
2282916,ingredients,Oil-Free
2282917,skin type,Normal
2282917,form,Liquid
2282917,ingredients,Oil-Free
2282917,skin type,Oily
2282917,finish,Matte
2282917,coverage,Medium
2282918,finish,Matte
2282918,skin type,Normal
2282918,ingredients,Oil-Free
2282918,form,Liquid
2282918,skin type,Oily
2282918,coverage,Medium
2282919,finish,Matte
2282919,coverage,Medium
2282919,ingredients,Oil-Free
2282919,skin type,Oily
2282919,form,Liquid
2282919,skin type,Normal
2282920,form,Liquid
2282920,skin type,Oily
2282920,ingredients,Oil-Free
2282920,coverage,Medium
2282920,finish,Matte
2282920,skin type,Normal
2282921,form,Liquid
2282921,skin type,Oily
2282921,ingredients,Oil-Free
2282921,coverage,Medium
2282921,finish,Matte
2282921,skin type,Normal
2282931,concerns_skin,Anti-Aging
2282931,concerns_skin,Dark Circles
2282931,skinType,Combination
2282931,skinType,Normal
2282931,ingredients,Silicone-Free
2282931,ingredients,All Natural
2282931,ingredients,Paraben-Free
2282931,ingredients,Sulfate-Free
2282931,ingredients,Gluten-Free
2282980,ingredients,Gluten-Free
2282980,concerns,Dark Spots & Uneven Skin Tone
2282980,concerns,Fine Lines & Wrinkles
2282980,skin type,Normal
2282980,ingredients,Paraben-Free
2282980,concerns,Dryness
2283113,skin type,Combination
2283113,skin type,Dry
2283113,coverage,Light
2283113,form,Liquid
2283113,ingredients,Gluten-Free
2283113,ingredients,Oil-Free
2283113,coverage,Medium
2283113,ingredients,Paraben-Free
2283113,finish,Natural
2283113,skin type,Normal
2283113,skin type,Oily
2283114,form,Liquid
2283114,ingredients,Gluten-Free
2283114,ingredients,Oil-Free
2283114,coverage,Medium
2283114,ingredients,Paraben-Free
2283114,coverage,Light
2283114,skin type,Normal
2283114,skin type,Oily
2283114,skin type,Combination
2283114,skin type,Dry
2283114,finish,Natural
2283122,form_face,Cream
2283122,skinType,Normal
2283122,finish_face,Natural
2283122,coverage_face,Light
2283123,form,Cream
2283123,skin type,Normal
2283123,finish,Natural
2283123,coverage,Light
2283123,skin type,Dry
2283123,skin type,Combination
2283123,skin type,Oily
2283132,form,Cream
2283132,color,Nude
2283132,finish,Shimmer
2283164,color_eyes,Blue
2283164,form_eyes,Powder
2283164,finish_eyes,Shimmer
2283164,color_eyes,Silver
2283166,form_eyes,Powder
2283166,color_eyes,Gold
2283166,finish_eyes,Shimmer
2283167,form_eyes,Powder
2283167,color_eyes,Pink
2283167,finish_eyes,Shimmer
2283168,form_eyes,Powder
2283168,finish_eyes,Shimmer
2283168,finish_eyes,Metallic
2283168,color_eyes,Green
2283169,color_eyes,Pink
2283169,finish_eyes,Shimmer
